intent,hindi
inform_payment_done,पेमेंट पहले ही क्लियर कर दिया है 
inform_pay_with_other_method,क्या मैं  चेक से पे कर दू 
inform_pay_with_other_method,क्या मैं इन ई अफ टी सकता हु ?
inform_pay_with_other_method,मैं जीपे से पे करूँगा 
inform_pay_with_other_method,क्या मई कोई और तरीके से पेकर सकता हु  
inform_pay_with_other_method,क्या पेमेंट का कोई दूसरा ऑप्शन है 
inform_pay_with_other_method,मैं कॅश में पे कर रहा हूँ 
inform_pay_with_other_method,पेटीएम से पे करूँगा 
inform_pay_with_other_method,फ़ोनपे  यूपीआई से पेकरूँगा 
inform_pay_with_other_method,मैं बैंक आऊंगा और अपना कार्ड स्वाइप करूंगा
inform_pay_with_other_method,मैं एक डिमांड ड्राफ्ट जमा करूंगा
inform_pay_with_other_method,मैं कोई और मेथड से पे करूँगा 
inform_pay_with_other_method,पेटीएम से पे करना चाहूंगा 
